1,33,9,6,27,7,1,1,7,22,26,3
1,89,9,4,24,8,1,1,7,22,26,3
1,1,7,22,26,3,1,4,5,29,32,1
1,11,6,8,26,2,1,4,5,29,32,1
1,15,7,12,27,1,1,4,5,29,32,1
1,21,7,28,24,8,1,4,5,29,32,1
1,23,7,24,24,7,1,4,5,29,32,1
1,25,6,7,26,1,1,4,5,29,32,1
1,28,9,24,30,10,1,4,5,29,32,1
1,33,9,6,27,7,1,4,5,29,32,1
1,52,7,11,25,7,1,4,5,29,32,1
1,89,9,4,24,8,1,4,5,29,32,1
1,11,6,8,26,2,1,5,4,13,24,1
1,15,7,12,27,1,1,5,4,13,24,1
1,22,5,10,23,7,1,5,4,13,24,1
1,25,6,7,26,1,1,5,4,13,24,1
1,33,9,6,27,7,1,5,4,13,24,1
1,43,5,4,22,1,1,5,4,13,24,1
1,52,7,11,25,7,1,5,4,13,24,1
1,78,5,6,20,8,1,5,4,13,24,1
1,82,5,11,39,1,1,5,4,13,24,1
1,89,9,4,24,8,1,5,4,13,24,1
1,1,7,22,26,3,1,6,3,24,24,8
1,5,4,13,24,1,1,6,3,24,24,8
1,11,6,8,26,2,1,6,3,24,24,8
1,12,5,16,23,7,1,6,3,24,24,8
1,15,7,12,27,1,1,6,3,24,24,8
1,22,5,10,23,7,1,6,3,24,24,8
1,25,6,7,26,1,1,6,3,24,24,8
1,31,5,15,24,1,1,6,3,24,24,8
1,33,9,6,27,7,1,6,3,24,24,8
1,43,5,4,22,1,1,6,3,24,24,8
1,48,4,18,30,1,1,6,3,24,24,8
1,52,7,11,25,7,1,6,3,24,24,8
1,53,4,4,23,8,1,6,3,24,24,8
1,65,4,22,25,1,1,6,3,24,24,8
1,66,4,18,36,1,1,6,3,24,24,8
1,73,4,14,22,8,1,6,3,24,24,8
1,75,5,14,24,8,1,6,3,24,24,8
1,78,5,6,20,8,1,6,3,24,24,8
1,82,5,11,39,1,1,6,3,24,24,8
1,89,9,4,24,8,1,6,3,24,24,8
1,11,6,8,26,2,1,10,2,13,24,7
1,13,3,8,31,1,1,10,2,13,24,7
1,15,7,12,27,1,1,10,2,13,24,7
1,22,5,10,23,7,1,10,2,13,24,7
1,25,6,7,26,1,1,10,2,13,24,7
1,33,9,6,27,7,1,10,2,13,24,7
1,37,3,10,23,1,1,10,2,13,24,7
1,43,5,4,22,1,1,10,2,13,24,7
1,46,3,4,24,8,1,10,2,13,24,7
1,52,7,11,25,7,1,10,2,13,24,7
1,53,4,4,23,8,1,10,2,13,24,7
1,78,5,6,20,8,1,10,2,13,24,7
1,82,5,11,39,1,1,10,2,13,24,7
1,83,3,11,23,3,1,10,2,13,24,7
1,89,9,4,24,8,1,10,2,13,24,7
1,33,9,6,27,7,1,11,6,8,26,2
1,89,9,4,24,8,1,11,6,8,26,2
1,11,6,8,26,2,1,12,5,16,23,7
1,15,7,12,27,1,1,12,5,16,23,7
1,25,6,7,26,1,1,12,5,16,23,7
1,33,9,6,27,7,1,12,5,16,23,7
1,52,7,11,25,7,1,12,5,16,23,7
1,89,9,4,24,8,1,12,5,16,23,7
1,25,6,7,26,1,1,13,3,8,31,1
1,33,9,6,27,7,1,13,3,8,31,1
1,43,5,4,22,1,1,13,3,8,31,1
1,53,4,4,23,8,1,13,3,8,31,1
1,78,5,6,20,8,1,13,3,8,31,1
1,89,9,4,24,8,1,13,3,8,31,1
1,33,9,6,27,7,1,15,7,12,27,1
1,89,9,4,24,8,1,15,7,12,27,1
1,1,7,22,26,3,1,17,6,38,26,8
1,15,7,12,27,1,1,17,6,38,26,8
1,21,7,28,24,8,1,17,6,38,26,8
1,23,7,24,24,7,1,17,6,38,26,8
1,28,9,24,30,10,1,17,6,38,26,8
1,33,9,6,27,7,1,17,6,38,26,8
1,52,7,11,25,7,1,17,6,38,26,8
1,89,9,4,24,8,1,17,6,38,26,8
1,28,9,24,30,10,1,21,7,28,24,8
1,33,9,6,27,7,1,21,7,28,24,8
1,89,9,4,24,8,1,21,7,28,24,8
1,11,6,8,26,2,1,22,5,10,23,7
1,25,6,7,26,1,1,22,5,10,23,7
1,33,9,6,27,7,1,22,5,10,23,7
1,89,9,4,24,8,1,22,5,10,23,7
1,33,9,6,27,7,1,23,7,24,24,7
1,89,9,4,24,8,1,23,7,24,24,7
1,33,9,6,27,7,1,25,6,7,26,1
1,89,9,4,24,8,1,25,6,7,26,1
1,11,6,8,26,2,1,31,5,15,24,1
1,15,7,12,27,1,1,31,5,15,24,1
1,25,6,7,26,1,1,31,5,15,24,1
1,33,9,6,27,7,1,31,5,15,24,1
1,52,7,11,25,7,1,31,5,15,24,1
1,89,9,4,24,8,1,31,5,15,24,1
1,1,7,22,26,3,1,35,2,31,22,7
1,4,5,29,32,1,1,35,2,31,22,7
1,5,4,13,24,1,1,35,2,31,22,7
1,6,3,24,24,8,1,35,2,31,22,7
1,11,6,8,26,2,1,35,2,31,22,7
1,12,5,16,23,7,1,35,2,31,22,7
1,13,3,8,31,1,1,35,2,31,22,7
1,15,7,12,27,1,1,35,2,31,22,7
1,21,7,28,24,8,1,35,2,31,22,7
1,22,5,10,23,7,1,35,2,31,22,7
1,23,7,24,24,7,1,35,2,31,22,7
1,25,6,7,26,1,1,35,2,31,22,7
1,28,9,24,30,10,1,35,2,31,22,7
1,31,5,15,24,1,1,35,2,31,22,7
1,33,9,6,27,7,1,35,2,31,22,7
1,37,3,10,23,1,1,35,2,31,22,7
1,43,5,4,22,1,1,35,2,31,22,7
1,46,3,4,24,8,1,35,2,31,22,7
1,48,4,18,30,1,1,35,2,31,22,7
1,52,7,11,25,7,1,35,2,31,22,7
1,53,4,4,23,8,1,35,2,31,22,7
1,65,4,22,25,1,1,35,2,31,22,7
1,66,4,18,36,1,1,35,2,31,22,7
1,73,4,14,22,8,1,35,2,31,22,7
1,74,4,26,23,8,1,35,2,31,22,7
1,75,5,14,24,8,1,35,2,31,22,7
1,77,6,29,24,7,1,35,2,31,22,7
1,78,5,6,20,8,1,35,2,31,22,7
1,82,5,11,39,1,1,35,2,31,22,7
1,83,3,11,23,3,1,35,2,31,22,7
1,89,9,4,24,8,1,35,2,31,22,7
1,11,6,8,26,2,1,37,3,10,23,1
1,25,6,7,26,1,1,37,3,10,23,1
1,33,9,6,27,7,1,37,3,10,23,1
1,43,5,4,22,1,1,37,3,10,23,1
1,53,4,4,23,8,1,37,3,10,23,1
1,78,5,6,20,8,1,37,3,10,23,1
1,89,9,4,24,8,1,37,3,10,23,1
1,1,7,22,26,3,1,38,1,40,23,8
1,4,5,29,32,1,1,38,1,40,23,8
1,5,4,13,24,1,1,38,1,40,23,8
1,6,3,24,24,8,1,38,1,40,23,8
1,10,2,13,24,7,1,38,1,40,23,8
1,11,6,8,26,2,1,38,1,40,23,8
1,12,5,16,23,7,1,38,1,40,23,8
1,13,3,8,31,1,1,38,1,40,23,8
1,15,7,12,27,1,1,38,1,40,23,8
1,17,6,38,26,8,1,38,1,40,23,8
1,21,7,28,24,8,1,38,1,40,23,8
1,22,5,10,23,7,1,38,1,40,23,8
1,23,7,24,24,7,1,38,1,40,23,8
1,25,6,7,26,1,1,38,1,40,23,8
1,28,9,24,30,10,1,38,1,40,23,8
1,31,5,15,24,1,1,38,1,40,23,8
1,33,9,6,27,7,1,38,1,40,23,8
1,35,2,31,22,7,1,38,1,40,23,8
1,37,3,10,23,1,1,38,1,40,23,8
1,43,5,4,22,1,1,38,1,40,23,8
1,46,3,4,24,8,1,38,1,40,23,8
1,48,4,18,30,1,1,38,1,40,23,8
1,50,5,35,31,7,1,38,1,40,23,8
1,52,7,11,25,7,1,38,1,40,23,8
1,53,4,4,23,8,1,38,1,40,23,8
1,65,4,22,25,1,1,38,1,40,23,8
1,66,4,18,36,1,1,38,1,40,23,8
1,69,2,11,26,1,1,38,1,40,23,8
1,71,2,7,39,1,1,38,1,40,23,8
1,73,4,14,22,8,1,38,1,40,23,8
1,74,4,26,23,8,1,38,1,40,23,8
1,75,5,14,24,8,1,38,1,40,23,8
1,77,6,29,24,7,1,38,1,40,23,8
1,78,5,6,20,8,1,38,1,40,23,8
1,82,5,11,39,1,1,38,1,40,23,8
1,83,3,11,23,3,1,38,1,40,23,8
1,89,9,4,24,8,1,38,1,40,23,8
1,11,6,8,26,2,1,48,4,18,30,1
1,12,5,16,23,7,1,48,4,18,30,1
1,15,7,12,27,1,1,48,4,18,30,1
1,22,5,10,23,7,1,48,4,18,30,1
1,25,6,7,26,1,1,48,4,18,30,1
1,31,5,15,24,1,1,48,4,18,30,1
1,33,9,6,27,7,1,48,4,18,30,1
1,43,5,4,22,1,1,48,4,18,30,1
1,52,7,11,25,7,1,48,4,18,30,1
1,75,5,14,24,8,1,48,4,18,30,1
1,78,5,6,20,8,1,48,4,18,30,1
1,82,5,11,39,1,1,48,4,18,30,1
1,89,9,4,24,8,1,48,4,18,30,1
1,1,7,22,26,3,1,50,5,35,31,7
1,11,6,8,26,2,1,50,5,35,31,7
1,15,7,12,27,1,1,50,5,35,31,7
1,21,7,28,24,8,1,50,5,35,31,7
1,23,7,24,24,7,1,50,5,35,31,7
1,25,6,7,26,1,1,50,5,35,31,7
1,28,9,24,30,10,1,50,5,35,31,7
1,33,9,6,27,7,1,50,5,35,31,7
1,52,7,11,25,7,1,50,5,35,31,7
1,77,6,29,24,7,1,50,5,35,31,7
1,89,9,4,24,8,1,50,5,35,31,7
1,33,9,6,27,7,1,52,7,11,25,7
1,89,9,4,24,8,1,52,7,11,25,7
1,5,4,13,24,1,1,54,1,14,23,1
1,10,2,13,24,7,1,54,1,14,23,1
1,11,6,8,26,2,1,54,1,14,23,1
1,13,3,8,31,1,1,54,1,14,23,1
1,15,7,12,27,1,1,54,1,14,23,1
1,22,5,10,23,7,1,54,1,14,23,1
1,25,6,7,26,1,1,54,1,14,23,1
1,33,9,6,27,7,1,54,1,14,23,1
1,37,3,10,23,1,1,54,1,14,23,1
1,43,5,4,22,1,1,54,1,14,23,1
1,46,3,4,24,8,1,54,1,14,23,1
1,52,7,11,25,7,1,54,1,14,23,1
1,53,4,4,23,8,1,54,1,14,23,1
1,69,2,11,26,1,1,54,1,14,23,1
1,71,2,7,39,1,1,54,1,14,23,1
1,78,5,6,20,8,1,54,1,14,23,1
1,82,5,11,39,1,1,54,1,14,23,1
1,83,3,11,23,3,1,54,1,14,23,1
1,89,9,4,24,8,1,54,1,14,23,1
1,11,6,8,26,2,1,65,4,22,25,1
1,12,5,16,23,7,1,65,4,22,25,1
1,15,7,12,27,1,1,65,4,22,25,1
1,22,5,10,23,7,1,65,4,22,25,1
1,25,6,7,26,1,1,65,4,22,25,1
1,31,5,15,24,1,1,65,4,22,25,1
1,33,9,6,27,7,1,65,4,22,25,1
1,43,5,4,22,1,1,65,4,22,25,1
1,52,7,11,25,7,1,65,4,22,25,1
1,75,5,14,24,8,1,65,4,22,25,1
1,78,5,6,20,8,1,65,4,22,25,1
1,82,5,11,39,1,1,65,4,22,25,1
1,89,9,4,24,8,1,65,4,22,25,1
1,11,6,8,26,2,1,66,4,18,36,1
1,12,5,16,23,7,1,66,4,18,36,1
1,15,7,12,27,1,1,66,4,18,36,1
1,22,5,10,23,7,1,66,4,18,36,1
1,25,6,7,26,1,1,66,4,18,36,1
1,31,5,15,24,1,1,66,4,18,36,1
1,33,9,6,27,7,1,66,4,18,36,1
1,43,5,4,22,1,1,66,4,18,36,1
1,52,7,11,25,7,1,66,4,18,36,1
1,75,5,14,24,8,1,66,4,18,36,1
1,78,5,6,20,8,1,66,4,18,36,1
1,82,5,11,39,1,1,66,4,18,36,1
1,89,9,4,24,8,1,66,4,18,36,1
1,1,7,22,26,3,1,67,5,69,24,1
1,11,6,8,26,2,1,67,5,69,24,1
1,15,7,12,27,1,1,67,5,69,24,1
1,17,6,38,26,8,1,67,5,69,24,1
1,21,7,28,24,8,1,67,5,69,24,1
1,23,7,24,24,7,1,67,5,69,24,1
1,25,6,7,26,1,1,67,5,69,24,1
1,28,9,24,30,10,1,67,5,69,24,1
1,33,9,6,27,7,1,67,5,69,24,1
1,52,7,11,25,7,1,67,5,69,24,1
1,77,6,29,24,7,1,67,5,69,24,1
1,89,9,4,24,8,1,67,5,69,24,1
1,11,6,8,26,2,1,69,2,11,26,1
1,13,3,8,31,1,1,69,2,11,26,1
1,22,5,10,23,7,1,69,2,11,26,1
1,25,6,7,26,1,1,69,2,11,26,1
1,33,9,6,27,7,1,69,2,11,26,1
1,37,3,10,23,1,1,69,2,11,26,1
1,43,5,4,22,1,1,69,2,11,26,1
1,46,3,4,24,8,1,69,2,11,26,1
1,53,4,4,23,8,1,69,2,11,26,1
1,78,5,6,20,8,1,69,2,11,26,1
1,89,9,4,24,8,1,69,2,11,26,1
1,33,9,6,27,7,1,71,2,7,39,1
1,43,5,4,22,1,1,71,2,7,39,1
1,46,3,4,24,8,1,71,2,7,39,1
1,53,4,4,23,8,1,71,2,7,39,1
1,78,5,6,20,8,1,71,2,7,39,1
1,89,9,4,24,8,1,71,2,7,39,1
1,11,6,8,26,2,1,73,4,14,22,8
1,15,7,12,27,1,1,73,4,14,22,8
1,22,5,10,23,7,1,73,4,14,22,8
1,25,6,7,26,1,1,73,4,14,22,8
1,33,9,6,27,7,1,73,4,14,22,8
1,43,5,4,22,1,1,73,4,14,22,8
1,52,7,11,25,7,1,73,4,14,22,8
1,78,5,6,20,8,1,73,4,14,22,8
1,82,5,11,39,1,1,73,4,14,22,8
1,89,9,4,24,8,1,73,4,14,22,8
1,1,7,22,26,3,1,74,4,26,23,8
1,11,6,8,26,2,1,74,4,26,23,8
1,12,5,16,23,7,1,74,4,26,23,8
1,15,7,12,27,1,1,74,4,26,23,8
1,22,5,10,23,7,1,74,4,26,23,8
1,23,7,24,24,7,1,74,4,26,23,8
1,25,6,7,26,1,1,74,4,26,23,8
1,28,9,24,30,10,1,74,4,26,23,8
1,31,5,15,24,1,1,74,4,26,23,8
1,33,9,6,27,7,1,74,4,26,23,8
1,43,5,4,22,1,1,74,4,26,23,8
1,52,7,11,25,7,1,74,4,26,23,8
1,75,5,14,24,8,1,74,4,26,23,8
1,78,5,6,20,8,1,74,4,26,23,8
1,82,5,11,39,1,1,74,4,26,23,8
1,89,9,4,24,8,1,74,4,26,23,8
1,11,6,8,26,2,1,75,5,14,24,8
1,15,7,12,27,1,1,75,5,14,24,8
1,25,6,7,26,1,1,75,5,14,24,8
1,33,9,6,27,7,1,75,5,14,24,8
1,52,7,11,25,7,1,75,5,14,24,8
1,89,9,4,24,8,1,75,5,14,24,8
1,1,7,22,26,3,1,77,6,29,24,7
1,15,7,12,27,1,1,77,6,29,24,7
1,21,7,28,24,8,1,77,6,29,24,7
1,23,7,24,24,7,1,77,6,29,24,7
1,28,9,24,30,10,1,77,6,29,24,7
1,33,9,6,27,7,1,77,6,29,24,7
1,52,7,11,25,7,1,77,6,29,24,7
1,89,9,4,24,8,1,77,6,29,24,7
1,89,9,4,24,8,1,78,5,6,20,8
1,5,4,13,24,1,1,80,1,21,24,1
1,10,2,13,24,7,1,80,1,21,24,1
1,11,6,8,26,2,1,80,1,21,24,1
1,12,5,16,23,7,1,80,1,21,24,1
1,13,3,8,31,1,1,80,1,21,24,1
1,15,7,12,27,1,1,80,1,21,24,1
1,22,5,10,23,7,1,80,1,21,24,1
1,25,6,7,26,1,1,80,1,21,24,1
1,31,5,15,24,1,1,80,1,21,24,1
1,33,9,6,27,7,1,80,1,21,24,1
1,37,3,10,23,1,1,80,1,21,24,1
1,43,5,4,22,1,1,80,1,21,24,1
1,46,3,4,24,8,1,80,1,21,24,1
1,48,4,18,30,1,1,80,1,21,24,1
1,52,7,11,25,7,1,80,1,21,24,1
1,53,4,4,23,8,1,80,1,21,24,1
1,66,4,18,36,1,1,80,1,21,24,1
1,69,2,11,26,1,1,80,1,21,24,1
1,71,2,7,39,1,1,80,1,21,24,1
1,73,4,14,22,8,1,80,1,21,24,1
1,75,5,14,24,8,1,80,1,21,24,1
1,78,5,6,20,8,1,80,1,21,24,1
1,82,5,11,39,1,1,80,1,21,24,1
1,83,3,11,23,3,1,80,1,21,24,1
1,89,9,4,24,8,1,80,1,21,24,1
1,11,6,8,26,2,1,82,5,11,39,1
1,25,6,7,26,1,1,82,5,11,39,1
1,33,9,6,27,7,1,82,5,11,39,1
1,89,9,4,24,8,1,82,5,11,39,1
1,11,6,8,26,2,1,83,3,11,23,3
1,22,5,10,23,7,1,83,3,11,23,3
1,25,6,7,26,1,1,83,3,11,23,3
1,33,9,6,27,7,1,83,3,11,23,3
1,43,5,4,22,1,1,83,3,11,23,3
1,53,4,4,23,8,1,83,3,11,23,3
1,78,5,6,20,8,1,83,3,11,23,3
1,89,9,4,24,8,1,83,3,11,23,3
