2,8,8,26,1,1,7,22
2,16,8,25,1,1,7,22
2,3,6,20,1,5,4,13
2,8,8,26,1,5,4,13
2,14,5,17,1,5,4,13
2,16,8,25,1,5,4,13
2,19,5,18,1,5,4,13
2,24,5,22,1,5,4,13
2,26,5,14,1,5,4,13
2,36,5,16,1,5,4,13
2,47,5,25,1,5,4,13
2,49,6,23,1,5,4,13
2,60,6,20,1,5,4,13
2,62,7,24,1,5,4,13
2,63,5,41,1,5,4,13
2,68,5,16,1,5,4,13
2,70,6,24,1,5,4,13
2,8,8,26,1,6,3,24
2,16,8,25,1,6,3,24
2,47,5,25,1,6,3,24
2,63,5,41,1,6,3,24
2,3,6,20,1,10,2,13
2,7,3,25,1,10,2,13
2,8,8,26,1,10,2,13
2,9,4,15,1,10,2,13
2,14,5,17,1,10,2,13
2,16,8,25,1,10,2,13
2,18,3,14,1,10,2,13
2,19,5,18,1,10,2,13
2,24,5,22,1,10,2,13
2,26,5,14,1,10,2,13
2,36,5,16,1,10,2,13
2,45,3,15,1,10,2,13
2,47,5,25,1,10,2,13
2,49,6,23,1,10,2,13
2,51,3,19,1,10,2,13
2,57,3,14,1,10,2,13
2,60,6,20,1,10,2,13
2,62,7,24,1,10,2,13
2,63,5,41,1,10,2,13
2,68,5,16,1,10,2,13
2,70,6,24,1,10,2,13
2,76,3,15,1,10,2,13
2,8,8,26,1,11,6,8
2,16,8,25,1,11,6,8
2,56,8,10,1,11,6,8
2,62,7,24,1,11,6,8
2,87,7,13,1,11,6,8
2,3,6,20,1,12,5,16
2,8,8,26,1,12,5,16
2,16,8,25,1,12,5,16
2,49,6,23,1,12,5,16
2,60,6,20,1,12,5,16
2,62,7,24,1,12,5,16
2,70,6,24,1,12,5,16
2,3,6,20,1,13,3,8
2,8,8,26,1,13,3,8
2,9,4,15,1,13,3,8
2,14,5,17,1,13,3,8
2,16,8,25,1,13,3,8
2,19,5,18,1,13,3,8
2,24,5,22,1,13,3,8
2,26,5,14,1,13,3,8
2,32,5,12,1,13,3,8
2,36,5,16,1,13,3,8
2,44,6,10,1,13,3,8
2,47,5,25,1,13,3,8
2,49,6,23,1,13,3,8
2,56,8,10,1,13,3,8
2,60,6,20,1,13,3,8
2,62,7,24,1,13,3,8
2,63,5,41,1,13,3,8
2,64,5,9,1,13,3,8
2,68,5,16,1,13,3,8
2,70,6,24,1,13,3,8
2,81,5,9,1,13,3,8
2,85,5,12,1,13,3,8
2,87,7,13,1,13,3,8
2,8,8,26,1,15,7,12
2,16,8,25,1,15,7,12
2,3,6,20,1,22,5,10
2,8,8,26,1,22,5,10
2,16,8,25,1,22,5,10
2,49,6,23,1,22,5,10
2,60,6,20,1,22,5,10
2,62,7,24,1,22,5,10
2,70,6,24,1,22,5,10
2,87,7,13,1,22,5,10
2,8,8,26,1,23,7,24
2,16,8,25,1,23,7,24
2,8,8,26,1,25,6,7
2,16,8,25,1,25,6,7
2,56,8,10,1,25,6,7
2,62,7,24,1,25,6,7
2,87,7,13,1,25,6,7
2,3,6,20,1,31,5,15
2,8,8,26,1,31,5,15
2,16,8,25,1,31,5,15
2,49,6,23,1,31,5,15
2,60,6,20,1,31,5,15
2,62,7,24,1,31,5,15
2,70,6,24,1,31,5,15
2,63,5,41,1,35,2,31
2,3,6,20,1,37,3,10
2,8,8,26,1,37,3,10
2,9,4,15,1,37,3,10
2,14,5,17,1,37,3,10
2,16,8,25,1,37,3,10
2,19,5,18,1,37,3,10
2,24,5,22,1,37,3,10
2,26,5,14,1,37,3,10
2,32,5,12,1,37,3,10
2,36,5,16,1,37,3,10
2,47,5,25,1,37,3,10
2,49,6,23,1,37,3,10
2,60,6,20,1,37,3,10
2,62,7,24,1,37,3,10
2,63,5,41,1,37,3,10
2,68,5,16,1,37,3,10
2,70,6,24,1,37,3,10
2,85,5,12,1,37,3,10
2,87,7,13,1,37,3,10
2,63,5,41,1,38,1,40
2,3,6,20,1,43,5,4
2,8,8,26,1,43,5,4
2,16,8,25,1,43,5,4
2,34,6,7,1,43,5,4
2,44,6,10,1,43,5,4
2,49,6,23,1,43,5,4
2,56,8,10,1,43,5,4
2,60,6,20,1,43,5,4
2,62,7,24,1,43,5,4
2,70,6,24,1,43,5,4
2,87,7,13,1,43,5,4
2,3,6,20,1,46,3,4
2,8,8,26,1,46,3,4
2,9,4,15,1,46,3,4
2,14,5,17,1,46,3,4
2,16,8,25,1,46,3,4
2,19,5,18,1,46,3,4
2,24,5,22,1,46,3,4
2,26,5,14,1,46,3,4
2,32,5,12,1,46,3,4
2,34,6,7,1,46,3,4
2,36,5,16,1,46,3,4
2,44,6,10,1,46,3,4
2,47,5,25,1,46,3,4
2,49,6,23,1,46,3,4
2,56,8,10,1,46,3,4
2,60,6,20,1,46,3,4
2,62,7,24,1,46,3,4
2,63,5,41,1,46,3,4
2,64,5,9,1,46,3,4
2,68,5,16,1,46,3,4
2,70,6,24,1,46,3,4
2,81,5,9,1,46,3,4
2,85,5,12,1,46,3,4
2,87,7,13,1,46,3,4
2,3,6,20,1,48,4,18
2,8,8,26,1,48,4,18
2,16,8,25,1,48,4,18
2,24,5,22,1,48,4,18
2,47,5,25,1,48,4,18
2,49,6,23,1,48,4,18
2,60,6,20,1,48,4,18
2,62,7,24,1,48,4,18
2,63,5,41,1,48,4,18
2,70,6,24,1,48,4,18
2,8,8,26,1,52,7,11
2,16,8,25,1,52,7,11
2,3,6,20,1,53,4,4
2,8,8,26,1,53,4,4
2,14,5,17,1,53,4,4
2,16,8,25,1,53,4,4
2,19,5,18,1,53,4,4
2,24,5,22,1,53,4,4
2,26,5,14,1,53,4,4
2,32,5,12,1,53,4,4
2,34,6,7,1,53,4,4
2,36,5,16,1,53,4,4
2,44,6,10,1,53,4,4
2,47,5,25,1,53,4,4
2,49,6,23,1,53,4,4
2,56,8,10,1,53,4,4
2,60,6,20,1,53,4,4
2,62,7,24,1,53,4,4
2,63,5,41,1,53,4,4
2,64,5,9,1,53,4,4
2,68,5,16,1,53,4,4
2,70,6,24,1,53,4,4
2,81,5,9,1,53,4,4
2,85,5,12,1,53,4,4
2,87,7,13,1,53,4,4
2,3,6,20,1,54,1,14
2,7,3,25,1,54,1,14
2,8,8,26,1,54,1,14
2,9,4,15,1,54,1,14
2,14,5,17,1,54,1,14
2,16,8,25,1,54,1,14
2,19,5,18,1,54,1,14
2,24,5,22,1,54,1,14
2,29,2,20,1,54,1,14
2,36,5,16,1,54,1,14
2,40,2,16,1,54,1,14
2,41,2,17,1,54,1,14
2,45,3,15,1,54,1,14
2,47,5,25,1,54,1,14
2,49,6,23,1,54,1,14
2,51,3,19,1,54,1,14
2,60,6,20,1,54,1,14
2,62,7,24,1,54,1,14
2,63,5,41,1,54,1,14
2,68,5,16,1,54,1,14
2,70,6,24,1,54,1,14
2,76,3,15,1,54,1,14
2,79,2,24,1,54,1,14
2,8,8,26,1,65,4,22
2,16,8,25,1,65,4,22
2,47,5,25,1,65,4,22
2,49,6,23,1,65,4,22
2,62,7,24,1,65,4,22
2,63,5,41,1,65,4,22
2,70,6,24,1,65,4,22
2,3,6,20,1,66,4,18
2,8,8,26,1,66,4,18
2,16,8,25,1,66,4,18
2,24,5,22,1,66,4,18
2,47,5,25,1,66,4,18
2,49,6,23,1,66,4,18
2,60,6,20,1,66,4,18
2,62,7,24,1,66,4,18
2,63,5,41,1,66,4,18
2,70,6,24,1,66,4,18
2,3,6,20,1,69,2,11
2,7,3,25,1,69,2,11
2,8,8,26,1,69,2,11
2,9,4,15,1,69,2,11
2,14,5,17,1,69,2,11
2,16,8,25,1,69,2,11
2,18,3,14,1,69,2,11
2,19,5,18,1,69,2,11
2,24,5,22,1,69,2,11
2,26,5,14,1,69,2,11
2,32,5,12,1,69,2,11
2,36,5,16,1,69,2,11
2,45,3,15,1,69,2,11
2,47,5,25,1,69,2,11
2,49,6,23,1,69,2,11
2,51,3,19,1,69,2,11
2,57,3,14,1,69,2,11
2,58,3,13,1,69,2,11
2,60,6,20,1,69,2,11
2,61,3,13,1,69,2,11
2,62,7,24,1,69,2,11
2,63,5,41,1,69,2,11
2,68,5,16,1,69,2,11
2,70,6,24,1,69,2,11
2,76,3,15,1,69,2,11
2,85,5,12,1,69,2,11
2,87,7,13,1,69,2,11
2,88,3,12,1,69,2,11
2,3,6,20,1,71,2,7
2,7,3,25,1,71,2,7
2,8,8,26,1,71,2,7
2,9,4,15,1,71,2,7
2,14,5,17,1,71,2,7
2,16,8,25,1,71,2,7
2,18,3,14,1,71,2,7
2,19,5,18,1,71,2,7
2,24,5,22,1,71,2,7
2,26,5,14,1,71,2,7
2,32,5,12,1,71,2,7
2,36,5,16,1,71,2,7
2,44,6,10,1,71,2,7
2,45,3,15,1,71,2,7
2,47,5,25,1,71,2,7
2,49,6,23,1,71,2,7
2,51,3,19,1,71,2,7
2,56,8,10,1,71,2,7
2,57,3,14,1,71,2,7
2,58,3,13,1,71,2,7
2,60,6,20,1,71,2,7
2,61,3,13,1,71,2,7
2,62,7,24,1,71,2,7
2,63,5,41,1,71,2,7
2,64,5,9,1,71,2,7
2,68,5,16,1,71,2,7
2,70,6,24,1,71,2,7
2,76,3,15,1,71,2,7
2,81,5,9,1,71,2,7
2,85,5,12,1,71,2,7
2,86,3,10,1,71,2,7
2,87,7,13,1,71,2,7
2,88,3,12,1,71,2,7
2,3,6,20,1,73,4,14
2,8,8,26,1,73,4,14
2,14,5,17,1,73,4,14
2,16,8,25,1,73,4,14
2,19,5,18,1,73,4,14
2,24,5,22,1,73,4,14
2,36,5,16,1,73,4,14
2,47,5,25,1,73,4,14
2,49,6,23,1,73,4,14
2,60,6,20,1,73,4,14
2,62,7,24,1,73,4,14
2,63,5,41,1,73,4,14
2,68,5,16,1,73,4,14
2,70,6,24,1,73,4,14
2,63,5,41,1,74,4,26
2,3,6,20,1,75,5,14
2,8,8,26,1,75,5,14
2,16,8,25,1,75,5,14
2,49,6,23,1,75,5,14
2,60,6,20,1,75,5,14
2,62,7,24,1,75,5,14
2,70,6,24,1,75,5,14
2,3,6,20,1,78,5,6
2,8,8,26,1,78,5,6
2,16,8,25,1,78,5,6
2,34,6,7,1,78,5,6
2,44,6,10,1,78,5,6
2,49,6,23,1,78,5,6
2,56,8,10,1,78,5,6
2,60,6,20,1,78,5,6
2,62,7,24,1,78,5,6
2,70,6,24,1,78,5,6
2,87,7,13,1,78,5,6
2,7,3,25,1,80,1,21
2,8,8,26,1,80,1,21
2,16,8,25,1,80,1,21
2,24,5,22,1,80,1,21
2,47,5,25,1,80,1,21
2,49,6,23,1,80,1,21
2,62,7,24,1,80,1,21
2,63,5,41,1,80,1,21
2,70,6,24,1,80,1,21
2,79,2,24,1,80,1,21
2,3,6,20,1,82,5,11
2,8,8,26,1,82,5,11
2,16,8,25,1,82,5,11
2,49,6,23,1,82,5,11
2,60,6,20,1,82,5,11
2,62,7,24,1,82,5,11
2,70,6,24,1,82,5,11
2,87,7,13,1,82,5,11
2,3,6,20,1,83,3,11
2,8,8,26,1,83,3,11
2,9,4,15,1,83,3,11
2,14,5,17,1,83,3,11
2,16,8,25,1,83,3,11
2,19,5,18,1,83,3,11
2,24,5,22,1,83,3,11
2,26,5,14,1,83,3,11
2,32,5,12,1,83,3,11
2,36,5,16,1,83,3,11
2,47,5,25,1,83,3,11
2,49,6,23,1,83,3,11
2,60,6,20,1,83,3,11
2,62,7,24,1,83,3,11
2,63,5,41,1,83,3,11
2,68,5,16,1,83,3,11
2,70,6,24,1,83,3,11
2,85,5,12,1,83,3,11
2,87,7,13,1,83,3,11
